accession_number	scientific_name	common_name	building	life_form	media_count
2018-0031A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	5
2018-0032A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	4
2018-0029A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	4
2018-0030A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	3
2018-0033A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	12
2018-0804A	Quercus virginiana	Southern Live Oak,Southeastern Live Oak,Live Oak,Virginia Live Oak		Evergreen tree	3
2018-0806A	Quercus coccinea	Scarlet Oak		Deciduous tree	2
2018-1134A	Sciadopitys verticillata	Parasol Fir,Umbrella Pine,Parasol Pine,Japanese Umbrella Pine	NMAH	Evergreen tree	3
2018-1132A	Sciadopitys verticillata	Parasol Fir,Umbrella Pine,Parasol Pine,Japanese Umbrella Pine	NMAH	Evergreen tree	3
2018-1135A	Sciadopitys verticillata	Parasol Fir,Umbrella Pine,Parasol Pine,Japanese Umbrella Pine	NMAH	Evergreen tree	3
2018-1136A	Sciadopitys verticillata	Parasol Fir,Umbrella Pine,Parasol Pine,Japanese Umbrella Pine	NMAH	Evergreen tree	8
2018-1144A	Quercus texana	Nuttall Oak,Texas Red Oak	NMAH	Deciduous tree	4
2019-0135A	Sciadopitys verticillata 'Wintergreen'	Wintergreen Japanese Umbrella Pine	NMAH	Evergreen tree	2
2019-0136A	Sciadopitys verticillata 'Wintergreen'	Wintergreen Japanese Umbrella Pine	NMAH	Evergreen tree	9
2019-0223A	Quercus palustris	Pin Oak,Swamp Oak		Deciduous tree	3
2011-0207A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0208A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	2
2011-0213A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0219A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0209A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	2
2011-0218A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0211A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0210A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	10
2011-0214A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0205A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	10
2011-0212A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0206A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	8
2011-0215A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0217A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0216A	Tsuga canadensis	Canadian Hemlock	HMSG	Evergreen tree	1
2011-0399A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae		Evergreen tree	13
2011-0401A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae		Evergreen tree	11
2011-0400A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae		Evergreen tree	11
2011-1004A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae	NMNH	Evergreen tree	2
2011-1007A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae	NMNH	Evergreen tree	4
2011-1008A	Thuja occidentalis	White Cedar,Eastern Arborvitae,American Arborvitae	NMNH	Evergreen tree	5
2011-1333A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree	NASM	Deciduous tree	15
2011-1438A	Salix nigra	Swamp Willow,Dudley Willow,Goodding,Black Willow	NMAI DC	Deciduous tree	13
2011-1422A	Acer rubrum	Red Maple,Swamp Maple,Scarlet Maple,Canadian Maple	NMAI DC	Deciduous tree	14
2017-0423A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree		Deciduous tree	4
2017-0422A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree		Deciduous tree	4
2017-0429A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree		Deciduous tree	4
2017-0431A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree		Deciduous tree	4
2017-0425A	Chionanthus virginicus	Poison ash,Virginian Snow Flower,Old Man's Beard,Fringetree		Deciduous tree	4
2011-0702A	Quercus rubra	Red Oak,Northern Red Oak	NMAH	Deciduous tree	15
2011-1019A	Quercus bicolor	Swamp White Oak	NMNH	Deciduous tree	18
2011-2648A	Quercus alba	White Oak		Deciduous tree	2
2011-2746A	Quercus rubra	Red Oak,Northern Red Oak		Deciduous tree	3
2012-1482A	Quercus alba	White Oak	NMAI DC	Deciduous tree	12
2011-0071A	Cornus kousa	Japanese Dogwood,Chinese Dogwood,Kousa,Szechuan Strawberry,Kousa Dogwood	HMSG	Deciduous tree	18
2011-0016A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	3
2011-0022A	Chamaecyparis obtusa 'Rashamiba'	Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0018A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	HMSG	Deciduous tree	4
2011-0025A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	4
2011-0026A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0017A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	3
2011-0023A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	4
2011-0027A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0030A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	3
2011-0037A	Prunus × yedoensis	Yoshino cherry,Tokyo cherry,Potomac cherry	HMSG	Deciduous tree	6
2011-0032A	Prunus × yedoensis	Yoshino cherry,Tokyo cherry,Potomac cherry	HMSG	Deciduous tree	5
2011-0039A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel	HMSG	Deciduous shrub/sub-shrub	13
2011-0001A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	3
2011-0019A	Taxodium distichum 'Peve Minaret'	Weeping Baldcypress	HMSG	Deciduous tree	4
2011-0034A	Prunus subhirtella 'Autumnalis'	Autumn Cherry,Rosebud Cherry,Winter Flowering Cherry,Higan Cherry cultivar	HMSG	Deciduous tree	4
2011-0029A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	5
2011-0035A	Prunus subhirtella 'Autumnalis'	Autumn Cherry,Rosebud Cherry,Winter Flowering Cherry,Higan Cherry cultivar	HMSG	Deciduous tree	8
2011-0020A	Chamaecyparis obtusa 'Rashamiba'	Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0024A	Prunus subhirtella 'Autumnalis'	Autumn Cherry,Rosebud Cherry,Winter Flowering Cherry,Higan Cherry cultivar	HMSG	Deciduous tree	14
2011-0031A	Prunus × yedoensis	Yoshino cherry,Tokyo cherry,Potomac cherry	HMSG	Deciduous tree	4
2011-0041A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	3
2011-0028A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0044A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	2
2011-0043A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	13
2011-0045A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	5
2011-0046A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	9
2011-0021A	Chamaecyparis obtusa 'Rashamiba'	Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	12
2011-0048A	Chamaecyparis obtusa 'Split Rock'	Split Rock Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0033A	Prunus serrulata 'Kojima'	Mt. Fuji Cherry	HMSG	Deciduous tree	23
2011-0077A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0050A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	12
2011-0054A	Prunus × yedoensis 'Afterglow'	Cultivar of Yoshino Cherry	HMSG	Deciduous tree	7
2011-0053A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel	HMSG	Deciduous shrub/sub-shrub	5
2011-0079A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0066A	Pinus thunbergii	Japanese Black Pine	HMSG	Evergreen tree	5
2011-0090A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	4
2011-0057A	Prunus subhirtella 'Autumnalis'	Autumn Cherry,Rosebud Cherry,Winter Flowering Cherry,Higan Cherry cultivar	HMSG	Deciduous tree	5
2011-0058A	Metasequoia glyptostroboides	Water Fir,Dawn Redwood	HMSG	Deciduous tree	8
2011-0074A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0036A	Prunus × yedoensis	Yoshino cherry,Tokyo cherry,Potomac cherry	HMSG	Deciduous tree	11
2011-0047A	Taxodium distichum 'Peve Minaret'	Weeping Baldcypress	HMSG	Deciduous tree	13
2011-0093A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0072A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	5
2011-0049A	Acer saccharum	Hard Maple,Striped Maple,Sugar Maple,Rock Maple	HMSG	Deciduous tree	19
2011-0075A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0092A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0062A	Pinus thunbergii	Japanese Black Pine	HMSG	Evergreen tree	6
2011-0073A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0040A	Lagerstroemia indica 'Natchez'	Natchez Crape Myrtle	HMSG	Deciduous tree	3
2011-0055A	Prunus × yedoensis 'Afterglow'	Cultivar of Yoshino Cherry	HMSG	Deciduous tree	4
2011-0056A	Prunus × yedoensis 'Afterglow'	Cultivar of Yoshino Cherry	HMSG	Deciduous tree	11
2011-0105A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	2
2011-0087A	Fagus sylvatica 'Pendula'	Weeping European Beech	HMSG	Deciduous tree	6
2011-0096A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0097A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	10
2011-0101A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0099A	Chamaecyparis obtusa 'Split Rock'	Split Rock Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0080A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	10
2011-0059A	Hamamelis × intermedia 'Arnold Promise'	Arnold Promise Witch Hazel,Witch Hazel	HMSG	Deciduous shrub/sub-shrub	6
2011-0104A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0076A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0089A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	4
2011-0109A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0081A	Taxodium distichum var. imbricarium	Pond Cypress	HMSG	Deciduous tree	15
2011-0091A	Ulmus americana	American Elm,White Elm	HMSG	Deciduous tree	4
2011-0095A	Pinus thunbergii 'Thunderhead'	Thunderhead Japanese Black Pine	HMSG	Evergreen tree	3
2011-0102A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0103A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0106A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0107A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2011-0078A	Thuja occidentalis 'Degroot's Spire'	American Arborvitae cultivar,Arborvitae cultivar	HMSG	Evergreen tree	3
2011-0108A	Chamaecyparis obtusa 'Gracilis Compacta'	Slender Hinoki False Cypress	HMSG	Evergreen shrub/sub-shrub	3
2013-0629A	Acer saccharum 'Monumentale'	Sugar Maple	HMSG	Deciduous tree	13
2011-1425A	Ilex opaca	American Holly,White Holly	NMAI DC	Evergreen tree	1
